mainTableName,COLUMN_NAME,referenceTableName,refColumnName,DATA_TYPE,TABLE_DESCRIPTION,COLUMN_DESCRIPTION
OTM.SHIPMENT,ATTRIBUTE_DATE7,,,datetime2,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_DATE8,,,datetime2,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_DATE9,,,datetime2,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER1,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER10,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER2,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER3,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER4,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER5,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER6,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER7,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER8,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE_NUMBER9,,,float,Contains all shipment records and their logistical details.,Generic attribute used for custom business data.
OTM.SHIPMENT,ATTRIBUTE1,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE1.
OTM.SHIPMENT,ATTRIBUTE10,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE10.
OTM.SHIPMENT,ATTRIBUTE11,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE11.
OTM.SHIPMENT,ATTRIBUTE12,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE12.
OTM.SHIPMENT,ATTRIBUTE13,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE13.
OTM.SHIPMENT,ATTRIBUTE14,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE14.
OTM.SHIPMENT,ATTRIBUTE15,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE15.
OTM.SHIPMENT,ATTRIBUTE16,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE16.
OTM.SHIPMENT,ATTRIBUTE17,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE17.
OTM.SHIPMENT,ATTRIBUTE18,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE18.
OTM.SHIPMENT,ATTRIBUTE19,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE19.
OTM.SHIPMENT,ATTRIBUTE2,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE2.
OTM.SHIPMENT,ATTRIBUTE20,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE20.
OTM.SHIPMENT,ATTRIBUTE3,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE3.
OTM.SHIPMENT,ATTRIBUTE4,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE4.
OTM.SHIPMENT,ATTRIBUTE5,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE5.
OTM.SHIPMENT,ATTRIBUTE6,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE6.
OTM.SHIPMENT,ATTRIBUTE7,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE7.
OTM.SHIPMENT,ATTRIBUTE8,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE8.
OTM.SHIPMENT,ATTRIBUTE9,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column ATTRIBUTE9.
OTM.SHIPMENT,BOL_ISSUANCE_TYPE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column BOL_ISSUANCE_TYPE.
OTM.SHIPMENT,BOL_TYPE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column BOL_TYPE.
OTM.SHIPMENT,BULK_CM_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,BULK_PLAN_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CHARGEABLE_VOLUME,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column CHARGEABLE_VOLUME.
OTM.SHIPMENT,CHARGEABLE_VOLUME_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column CHARGEABLE_VOLUME_BASE.
OTM.SHIPMENT,CHARGEABLE_VOLUME_UOM_CODE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column CHARGEABLE_VOLUME_UOM_CODE.
OTM.SHIPMENT,CHARGEABLE_WEIGHT,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column CHARGEABLE_WEIGHT.
OTM.SHIPMENT,CHARGEABLE_WEIGHT_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column CHARGEABLE_WEIGHT_BASE.
OTM.SHIPMENT,CHARGEABLE_WEIGHT_UOM_CODE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column CHARGEABLE_WEIGHT_UOM_CODE.
OTM.SHIPMENT,CHECK_CAPACITY_CONSTRAINT,,,nchar,Contains all shipment records and their logistical details.,Business-specific data stored in column CHECK_CAPACITY_CONSTRAINT.
OTM.SHIPMENT,CHECK_COST_CONSTRAINT,,,nchar,Contains all shipment records and their logistical details.,Business-specific data stored in column CHECK_COST_CONSTRAINT.
OTM.SHIPMENT,CHECK_TIME_CONSTRAINT,,,nchar,Contains all shipment records and their logistical details.,Business-specific data stored in column CHECK_TIME_CONSTRAINT.
OTM.SHIPMENT,CM_COST,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column CM_COST.
OTM.SHIPMENT,CM_COST_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column CM_COST_BASE.
OTM.SHIPMENT,CM_COST_CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CM_COST_FN,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column CM_COST_FN.
OTM.SHIPMENT,CM_COST_FN_CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CM_EMPTY_DISTANCE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column CM_EMPTY_DISTANCE.
OTM.SHIPMENT,CM_EMPTY_DISTANCE_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column CM_EMPTY_DISTANCE_BASE.
OTM.SHIPMENT,CM_EMPTY_DISTANCE_UOM_CODE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column CM_EMPTY_DISTANCE_UOM_CODE.
OTM.SHIPMENT,CM_NAME,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column CM_NAME.
OTM.SHIPMENT,CM_NEXT_SOURCE_LOCATION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CM_PREV_DEST_LOCATION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CM_SEQUENCE_NUM,,,numeric,Contains all shipment records and their logistical details.,Business-specific data stored in column CM_SEQUENCE_NUM.
OTM.SHIPMENT,COFC_TOFC,,,nchar,Contains all shipment records and their logistical details.,Business-specific data stored in column COFC_TOFC.
OTM.SHIPMENT,CONSOL_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CONTACT_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CONTAINER_DELIVERY_LOC_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CONTAINER_PICKUP_LOC_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,CURRENT_STOP_NUM,,,numeric,Contains all shipment records and their logistical details.,Business-specific data stored in column CURRENT_STOP_NUM.
OTM.SHIPMENT,CUSTOMER_RATE_CODE,,,nchar,Contains all shipment records and their logistical details.,Business-specific data stored in column CUSTOMER_RATE_CODE.
OTM.SHIPMENT,DELIVERING_SERVPROV_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,DEST_LOCATION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,DEST_LOCATION_OVERRIDE_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,DEST_PIER_LOCATION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,DIM_VOLUME,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column DIM_VOLUME.
OTM.SHIPMENT,DIM_VOLUME_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column DIM_VOLUME_BASE.
OTM.SHIPMENT,DIM_VOLUME_UOM_CODE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column DIM_VOLUME_UOM_CODE.
OTM.SHIPMENT,DIM_WEIGHT,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column DIM_WEIGHT.
OTM.SHIPMENT,DIM_WEIGHT_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column DIM_WEIGHT_BASE.
OTM.SHIPMENT,DIM_WEIGHT_UOM_CODE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column DIM_WEIGHT_UOM_CODE.
OTM.SHIPMENT,DOMAIN_NAME,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column DOMAIN_NAME.
OTM.SHIPMENT,DRIVER_ASSIGN_BULK_PLAN_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,DRIVER_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,DROP_INVENTORY_PROCESSED,,,nvarchar,Contains all shipment records and their logistical details.,Boolean indicator — true if condition is met.
OTM.SHIPMENT,DUTY_PAID,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column DUTY_PAID.
OTM.SHIPMENT,EARLIEST_START_TIME,,,datetime2,Contains all shipment records and their logistical details.,Date or timestamp associated with the transaction or event.
OTM.SHIPMENT,EM_PHONE_NUMBER,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column EM_PHONE_NUMBER.
OTM.SHIPMENT,END_TIME,,,datetime2,Contains all shipment records and their logistical details.,Date or timestamp associated with the transaction or event.
OTM.SHIPMENT,EQUIP_REF_UNIT_UTILIZATION,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column EQUIP_REF_UNIT_UTILIZATION.
OTM.SHIPMENT,EQUIPMENT_ASSIGN_BULK_PLAN_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,EQUIPMENT_REFERENCE_UNIT_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,EXCHANGE_RATE_DATE,,,datetime2,Contains all shipment records and their logistical details.,Date or timestamp associated with the transaction or event.
OTM.SHIPMENT,EXCHANGE_RATE_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,FEASIBILITY_CODE_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,FIRST_EQUIPMENT_GROUP_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,FIXED_SERVICE_DAYS,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column FIXED_SERVICE_DAYS.
OTM.SHIPMENT,FLIGHT_INSTANCE_ID,,,float,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,FREIGHT_TERMS,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column FREIGHT_TERMS.
OTM.SHIPMENT,HAS_APPOINTMENTS,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column HAS_APPOINTMENTS.
OTM.SHIPMENT,HAZMAT_MODE_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,HAZMAT_REGION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,IN_TRAILER_BUILD,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IN_TRAILER_BUILD.
OTM.SHIPMENT,INCO_TERM_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,INDICATOR,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column INDICATOR.
OTM.SHIPMENT,INSERT_DATE,,,datetime2,Contains all shipment records and their logistical details.,Date or timestamp associated with the transaction or event.
OTM.SHIPMENT,INSERT_USER,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column INSERT_USER.
OTM.SHIPMENT,INSURANCE_AMOUNT,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column INSURANCE_AMOUNT.
OTM.SHIPMENT,INSURANCE_AMOUNT_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column INSURANCE_AMOUNT_BASE.
OTM.SHIPMENT,INSURANCE_AMOUNT_CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,INSURANCE_AMT_FN,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column INSURANCE_AMT_FN.
OTM.SHIPMENT,INSURANCE_AMT_FN_CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,INSURANCE_POLICY_NUMBER,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column INSURANCE_POLICY_NUMBER.
OTM.SHIPMENT,INSURANCE_PREM_FN,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column INSURANCE_PREM_FN.
OTM.SHIPMENT,INSURANCE_PREM_FN_CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,INSURANCE_PREMIUM,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column INSURANCE_PREMIUM.
OTM.SHIPMENT,INSURANCE_PREMIUM_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column INSURANCE_PREMIUM_BASE.
OTM.SHIPMENT,INSURANCE_PREMIUM_CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,INTERMEDIARY_CORPORATION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,IS_ADVANCED_CHARGE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_ADVANCED_CHARGE.
OTM.SHIPMENT,IS_AUTO_MERGE_CONSOLIDATE,,,nchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_AUTO_MERGE_CONSOLIDATE.
OTM.SHIPMENT,IS_COST_FIXED,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_COST_FIXED.
OTM.SHIPMENT,IS_CPCTY_OVERRIDE_APPLICABLE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_CPCTY_OVERRIDE_APPLICABLE.
OTM.SHIPMENT,IS_CREDIT_NOTE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_CREDIT_NOTE.
OTM.SHIPMENT,IS_EQUIPMENT_FIXED,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_EQUIPMENT_FIXED.
OTM.SHIPMENT,IS_FIXED_DISTANCE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_FIXED_DISTANCE.
OTM.SHIPMENT,IS_FIXED_TENDER_CONTACT,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_FIXED_TENDER_CONTACT.
OTM.SHIPMENT,IS_HAZARDOUS,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_HAZARDOUS.
OTM.SHIPMENT,IS_MEMO_BL,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_MEMO_BL.
OTM.SHIPMENT,IS_PERMANENT,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_PERMANENT.
OTM.SHIPMENT,IS_PREFERRED_CARRIER,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_PREFERRED_CARRIER.
OTM.SHIPMENT,IS_PRELOAD,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_PRELOAD.
OTM.SHIPMENT,IS_PRIMARY,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_PRIMARY.
OTM.SHIPMENT,IS_PROFIT_SPLIT,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_PROFIT_SPLIT.
OTM.SHIPMENT,IS_RATE_GEO_FIXED,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_RATE_GEO_FIXED.
OTM.SHIPMENT,IS_RATE_OFFERING_FIXED,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_RATE_OFFERING_FIXED.
OTM.SHIPMENT,IS_RECALC_TOTALS,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_RECALC_TOTALS.
OTM.SHIPMENT,IS_SERVICE_TIME_FIXED,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_SERVICE_TIME_FIXED.
OTM.SHIPMENT,IS_SERVPROV_FIXED,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_SERVPROV_FIXED.
OTM.SHIPMENT,IS_SPOT_COSTED,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_SPOT_COSTED.
OTM.SHIPMENT,IS_TEMPERATURE_CONTROL,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_TEMPERATURE_CONTROL.
OTM.SHIPMENT,IS_TEMPLATE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_TEMPLATE.
OTM.SHIPMENT,IS_TO_BE_HELD,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column IS_TO_BE_HELD.
OTM.SHIPMENT,ITINERARY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,JOB_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,LAST_EVENT_GROUP_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,LATEST_START_TIME,,,datetime2,Contains all shipment records and their logistical details.,Date or timestamp associated with the transaction or event.
OTM.SHIPMENT,LOAD_CONFIG_ENGINE_TYPE_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,LOADED_DISTANCE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column LOADED_DISTANCE.
OTM.SHIPMENT,LOADED_DISTANCE_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column LOADED_DISTANCE_BASE.
OTM.SHIPMENT,LOADED_DISTANCE_UOM_CODE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column LOADED_DISTANCE_UOM_CODE.
OTM.SHIPMENT,MARKED_FOR_PURGE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column MARKED_FOR_PURGE.
OTM.SHIPMENT,MTBI_BUSINESS_UNIT,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_BUSINESS_UNIT.
OTM.SHIPMENT,MTBI_ENDDATETIME,,,datetime2,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_ENDDATETIME.
OTM.SHIPMENT,MTBI_ENDTIME,,,time,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_ENDTIME.
OTM.SHIPMENT,MTBI_LOCALENDDATE,,,date,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_LOCALENDDATE.
OTM.SHIPMENT,MTBI_LOCALENDDATETIME,,,datetime2,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_LOCALENDDATETIME.
OTM.SHIPMENT,MTBI_LOCALENDTIME,,,time,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_LOCALENDTIME.
OTM.SHIPMENT,MTBI_LOCALINSERTDATETIME,,,datetime2,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_LOCALINSERTDATETIME.
OTM.SHIPMENT,MTBI_LOCALSTARTDATE,,,date,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_LOCALSTARTDATE.
OTM.SHIPMENT,MTBI_LOCALSTARTDATETIME,,,datetime2,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_LOCALSTARTDATETIME.
OTM.SHIPMENT,MTBI_LOCALSTARTTIME,,,time,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_LOCALSTARTTIME.
OTM.SHIPMENT,MTBI_LOCALUPDATEDATETIME,,,datetime,Contains all shipment records and their logistical details.,Business-specific data stored in column MTBI_LOCALUPDATEDATETIME.
OTM.SHIPMENT,NFRC_RULE_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,NUM_EQUIPMENT_ORDERED,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column NUM_EQUIPMENT_ORDERED.
OTM.SHIPMENT,NUM_ORDER_RELEASES,,,numeric,Contains all shipment records and their logistical details.,Business-specific data stored in column NUM_ORDER_RELEASES.
OTM.SHIPMENT,NUM_STOPS,,,numeric,Contains all shipment records and their logistical details.,Business-specific data stored in column NUM_STOPS.
OTM.SHIPMENT,ORIGINAL_INV_C_FN,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column ORIGINAL_INV_C_FN.
OTM.SHIPMENT,ORIGINAL_INV_C_FN_CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,ORIGINAL_INVOICE_COST,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column ORIGINAL_INVOICE_COST.
OTM.SHIPMENT,ORIGINAL_INVOICE_COST_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column ORIGINAL_INVOICE_COST_BASE.
OTM.SHIPMENT,ORIGINAL_INVOICE_COST_CURR_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,ORIGINAL_SHIPMENT_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,ORIGINATING_SERVPROV_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PARCEL_ZONE,,,nvarchar,Contains all shipment records and their logistical details.,Business-specific data stored in column PARCEL_ZONE.
OTM.SHIPMENT,PARENT_LEG_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PAYMENT_METHOD_CODE_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PAYMENT_METHOD_CODE_GID,PAYMENT_METHOD_CODE,PAYMENT_METHOD_CODE_GID,nvarchar,Contains all shipment records and their logistical details.,References PAYMENT_METHOD_CODE table using column PAYMENT_METHOD_CODE_GID.
OTM.SHIPMENT,PERSPECTIVE,,,nchar,Contains all shipment records and their logistical details.,Business-specific data stored in column PERSPECTIVE.
OTM.SHIPMENT,PICK_INVENTORY_PROCESSED,,,nvarchar,Contains all shipment records and their logistical details.,Boolean indicator — true if condition is met.
OTM.SHIPMENT,PLACE_DELIVER_LOCATION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PLACE_RECEIPT_LOCATION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PLANNED_COST,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column PLANNED_COST.
OTM.SHIPMENT,PLANNED_COST_BASE,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column PLANNED_COST_BASE.
OTM.SHIPMENT,PLANNED_COST_CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PLANNED_COST_FN,,,float,Contains all shipment records and their logistical details.,Business-specific data stored in column PLANNED_COST_FN.
OTM.SHIPMENT,PLANNED_COST_FN_CURRENCY_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PLANNED_RATE_GEO_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PLANNED_RATE_OFFERING_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PLANNED_SERVPROV_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PLANNED_TRANSPORT_MODE_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PLANNING_PARAMETER_SET_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PORT_DISCHARGE_ETA,,,datetime2,Contains all shipment records and their logistical details.,Business-specific data stored in column PORT_DISCHARGE_ETA.
OTM.SHIPMENT,PORT_EXIT_LOC_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PORT_OF_DIS_LOCATION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PORT_OF_DIS_OVERRIDE_LOC_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PORT_OF_EXIT_DATE,,,datetime2,Contains all shipment records and their logistical details.,Date or timestamp associated with the transaction or event.
OTM.SHIPMENT,PORT_OF_LOAD_LOCATION_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PORT_OF_LOAD_OVERRIDE_LOC_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,POWER_UNIT_GID,,,nvarchar,Contains all shipment records and their logistical details.,Unique identifier used to link records.
OTM.SHIPMENT,PREV_DROP_INVENTORY_PROCESSED,,,nvarchar,Contains all shipment records and their logistical details.,Boolean indicator — true if condition is met.
